Date,Location,Latitude,Longitude,Text
June 13,Lorette Height,,,"""Announcements from the German General Government. BERLIN, June 16. Official report this afternoon. Western front. As a result of the recent Russian defeats, the French and English attacked yesterday at many points on the western front with significant forces. The English succeeded in pushing back our position north of the Bellewaarde Pond, near Hooge, a little. The battle continues there. Two attacks by four English divisions between the street Estaires-La Bassée and the La Bassée canal failed completely. Our brave Westphalian regiments and parts of the guard brought there repelled the attack after bitter life-or-death fighting. This cost the enemy heavy losses. They left a number of machine guns and a mine thrower in our hands. After their defeats on June 13 and 14 at the Lorette Height, the enemy left our position, which the Badeners defended there with extraordinary stubbornness, untouched this time. At Moulin-sous-Touvent the battle continues. An enemy attempt to break through our lines in the Vosges between the valley of the Fecht and the Lauch failed. Only northwest of Metzeral and at the Hilsenfirst is fighting still taking place. Elsewhere all attacks have already been repelled. Eastern front. In the Davina sector (southeast of Mariampol), east of Augustowo, and north of Bolimow, Russian attacks have been repelled. On the Lipowo-Kalwaria front, we gained some ground again. We have taken some places there. 2,040 prisoners and 3 machine guns fell into our hands. Southeastern front. North of the upper Vistula, the troops under General von Woyrsch repelled the Russian attacks on the positions we took from the enemy on June 14. Yesterday the defeated Russian armies tried to stop the pursuit of the allied armies along the whole front between the San, north of Sieniawa and the swamps of the Dniester, east of Sambor. After a hot fight, they were driven out of all their positions by evening at Kieplice (north of Sieniawa) — southwest of the Lubaszów-Zawadówka sector (southwest of Niemirow) — west of Jaworów — west of Ladowa-Wisznia. We continue the pursuit. General von Mackensen's army has captured more than 40,000 Russians and seized 69 machine guns since June 12. The Russians have gained some ground between the swamps of the Dniester and Zurawno. The overall situation in this place is unchanged. CORRECTION: In the report of June 13, a printing error slipped into the 'Eastern front'. The incursion into the Russian position did not take place south, but indeed north of Bolimow, as could be seen from the report of June 12."""
June 14,North of the upper Vistula,,,"""Announcements from the German General Government. BERLIN, June 16. Official report this afternoon. Western front. As a result of the recent Russian defeats, the French and English attacked yesterday at many points on the western front with significant forces. The English succeeded in pushing back our position north of the Bellewaarde Pond, near Hooge, a little. The battle continues there. Two attacks by four English divisions between the street Estaires-La Bassée and the La Bassée canal failed completely. Our brave Westphalian regiments and parts of the guard brought there repelled the attack after bitter life-or-death fighting. This cost the enemy heavy losses. They left a number of machine guns and a mine thrower in our hands. After their defeats on June 13 and 14 at the Lorette Height, the enemy left our position, which the Badeners defended there with extraordinary stubbornness, untouched this time. At Moulin-sous-Touvent the battle continues. An enemy attempt to break through our lines in the Vosges between the valley of the Fecht and the Lauch failed. Only northwest of Metzeral and at the Hilsenfirst is fighting still taking place. Elsewhere all attacks have already been repelled. Eastern front. In the Davina sector (southeast of Mariampol), east of Augustowo, and north of Bolimow, Russian attacks have been repelled. On the Lipowo-Kalwaria front, we gained some ground again. We have taken some places there. 2,040 prisoners and 3 machine guns fell into our hands. Southeastern front. North of the upper Vistula, the troops under General von Woyrsch repelled the Russian attacks on the positions we took from the enemy on June 14. Yesterday the defeated Russian armies tried to stop the pursuit of the allied armies along the whole front between the San, north of Sieniawa and the swamps of the Dniester, east of Sambor. After a hot fight, they were driven out of all their positions by evening at Kieplice (north of Sieniawa) — southwest of the Lubaszów-Zawadówka sector (southwest of Niemirow) — west of Jaworów — west of Ladowa-Wisznia. We continue the pursuit. General von Mackensen's army has captured more than 40,000 Russians and seized 69 machine guns since June 12. The Russians have gained some ground between the swamps of the Dniester and Zurawno. The overall situation in this place is unchanged. CORRECTION: In the report of June 13, a printing error slipped into the 'Eastern front'. The incursion into the Russian position did not take place south, but indeed north of Bolimow, as could be seen from the report of June 12."""
June 12,north of Bolimow,,,"""Announcements from the German General Government. BERLIN, June 16. Official report this afternoon. Western front. As a result of the recent Russian defeats, the French and English attacked yesterday at many points on the western front with significant forces. The English succeeded in pushing back our position north of the Bellewaarde Pond, near Hooge, a little. The battle continues there. Two attacks by four English divisions between the street Estaires-La Bassée and the La Bassée canal failed completely. Our brave Westphalian regiments and parts of the guard brought there repelled the attack after bitter life-or-death fighting. This cost the enemy heavy losses. They left a number of machine guns and a mine thrower in our hands. After their defeats on June 13 and 14 at the Lorette Height, the enemy left our position, which the Badeners defended there with extraordinary stubbornness, untouched this time. At Moulin-sous-Touvent the battle continues. An enemy attempt to break through our lines in the Vosges between the valley of the Fecht and the Lauch failed. Only northwest of Metzeral and at the Hilsenfirst is fighting still taking place. Elsewhere all attacks have already been repelled. Eastern front. In the Davina sector (southeast of Mariampol), east of Augustowo, and north of Bolimow, Russian attacks have been repelled. On the Lipowo-Kalwaria front, we gained some ground again. We have taken some places there. 2,040 prisoners and 3 machine guns fell into our hands. Southeastern front. North of the upper Vistula, the troops under General von Woyrsch repelled the Russian attacks on the positions we took from the enemy on June 14. Yesterday the defeated Russian armies tried to stop the pursuit of the allied armies along the whole front between the San, north of Sieniawa and the swamps of the Dniester, east of Sambor. After a hot fight, they were driven out of all their positions by evening at Kieplice (north of Sieniawa) — southwest of the Lubaszów-Zawadówka sector (southwest of Niemirow) — west of Jaworów — west of Ladowa-Wisznia. We continue the pursuit. General von Mackensen's army has captured more than 40,000 Russians and seized 69 machine guns since June 12. The Russians have gained some ground between the swamps of the Dniester and Zurawno. The overall situation in this place is unchanged. CORRECTION: In the report of June 13, a printing error slipped into the 'Eastern front'. The incursion into the Russian position did not take place south, but indeed north of Bolimow, as could be seen from the report of June 12."""
June 1st to the 15th,Galicia,42.61946,-7.863112,"Announcements from the German General Government.

VIENNA, June 17. (Official report from yesterday.)

Russian battlefield.

The Russians could not stop the general attack of the allied armies in Galicia, despite their most stubborn resistance. The remnants of the defeated Russian army corps retreat, pursued by our victorious troops, over Cewkow, Lubaczow, and Jaworow. South of the Lemberg line, the army of Boehm-Ermolli stormed the Russian positions across the entire front last night and drove the enemy back over Sadowa-Wisznia and Rudki. To the south of the Dniester, fighting is taking place in the areas in front of the bridgeheads. The troops of the army under Pflanzer occupied Nizniow yesterday morning. The battles and fights fought so far in the month of June yielded rich spoils. From June 1st to the 15th, these amounted to a total of: 108 officers, 122,300 lower ranks as prisoners, 53 cannons, 187 machine guns, and 58 ammunition wagons.

Italian battlefield.

The Italians again attempted attacks here and there. However, they were driven back everywhere; this was the case at the Isonzo near Monfalcone, Sagrado, and Plava, in the area east of Plocken (on the border of Carinthia), and near Peutelstein in the Tyrolean border strip.

CONSTANTINOPLE, June 15. The headquarters reports: On the Dardanelles front, our artillery positioned opposite Ari Burnu, on the morning of June 13, destroyed the positions the enemy had just built for his mortars and machine gun emplacements. Our well-directed artillery fire caused a fire behind the enemy trenches that lasted half an hour. During the night of June 13 to 14, one of our small reconnaissance patrols penetrated the enemy trenches at Sedd-ul-Bahr, where it captured a machine gun with all its accessories, 15 rifles with bayonets, and a large quantity of cartridges. Yesterday, one of our aviators flew over the islands of Imbros and Lemnos and dropped bombs on an enemy camp on Lemnos. Our coastal batteries yesterday shelled the artillery positions at Sedd-ul-Bahr and the anchorage of the enemy's transport ships. In the course of the same day, an aviator took off over our batteries, to whose well-directed fire he is almost daily exposed; he dropped 7 bombs without causing the slightest damage. From the other battlefields, there is nothing to report.

CONSTANTINOPLE, June 17. According to reliable reports, on June 9, a large enemy warship sunk between the island of Kalymnos and the Asian coast as a result of an explosion. The reports have not yet been officially confirmed.

The General Government in Belgium."
June 13,Ari Burnu,40.2330138,26.2765297,"Announcements from the German General Government.

VIENNA, June 17. (Official report from yesterday.)

Russian battlefield.

The Russians could not stop the general attack of the allied armies in Galicia, despite their most stubborn resistance. The remnants of the defeated Russian army corps retreat, pursued by our victorious troops, over Cewkow, Lubaczow, and Jaworow. South of the Lemberg line, the army of Boehm-Ermolli stormed the Russian positions across the entire front last night and drove the enemy back over Sadowa-Wisznia and Rudki. To the south of the Dniester, fighting is taking place in the areas in front of the bridgeheads. The troops of the army under Pflanzer occupied Nizniow yesterday morning. The battles and fights fought so far in the month of June yielded rich spoils. From June 1st to the 15th, these amounted to a total of: 108 officers, 122,300 lower ranks as prisoners, 53 cannons, 187 machine guns, and 58 ammunition wagons.

Italian battlefield.

The Italians again attempted attacks here and there. However, they were driven back everywhere; this was the case at the Isonzo near Monfalcone, Sagrado, and Plava, in the area east of Plocken (on the border of Carinthia), and near Peutelstein in the Tyrolean border strip.

CONSTANTINOPLE, June 15. The headquarters reports: On the Dardanelles front, our artillery positioned opposite Ari Burnu, on the morning of June 13, destroyed the positions the enemy had just built for his mortars and machine gun emplacements. Our well-directed artillery fire caused a fire behind the enemy trenches that lasted half an hour. During the night of June 13 to 14, one of our small reconnaissance patrols penetrated the enemy trenches at Sedd-ul-Bahr, where it captured a machine gun with all its accessories, 15 rifles with bayonets, and a large quantity of cartridges. Yesterday, one of our aviators flew over the islands of Imbros and Lemnos and dropped bombs on an enemy camp on Lemnos. Our coastal batteries yesterday shelled the artillery positions at Sedd-ul-Bahr and the anchorage of the enemy's transport ships. In the course of the same day, an aviator took off over our batteries, to whose well-directed fire he is almost daily exposed; he dropped 7 bombs without causing the slightest damage. From the other battlefields, there is nothing to report.

CONSTANTINOPLE, June 17. According to reliable reports, on June 9, a large enemy warship sunk between the island of Kalymnos and the Asian coast as a result of an explosion. The reports have not yet been officially confirmed.

The General Government in Belgium."
night of June 13 to 14,Sedd-ul-Bahr,,,"Announcements from the German General Government.

VIENNA, June 17. (Official report from yesterday.)

Russian battlefield.

The Russians could not stop the general attack of the allied armies in Galicia, despite their most stubborn resistance. The remnants of the defeated Russian army corps retreat, pursued by our victorious troops, over Cewkow, Lubaczow, and Jaworow. South of the Lemberg line, the army of Boehm-Ermolli stormed the Russian positions across the entire front last night and drove the enemy back over Sadowa-Wisznia and Rudki. To the south of the Dniester, fighting is taking place in the areas in front of the bridgeheads. The troops of the army under Pflanzer occupied Nizniow yesterday morning. The battles and fights fought so far in the month of June yielded rich spoils. From June 1st to the 15th, these amounted to a total of: 108 officers, 122,300 lower ranks as prisoners, 53 cannons, 187 machine guns, and 58 ammunition wagons.

Italian battlefield.

The Italians again attempted attacks here and there. However, they were driven back everywhere; this was the case at the Isonzo near Monfalcone, Sagrado, and Plava, in the area east of Plocken (on the border of Carinthia), and near Peutelstein in the Tyrolean border strip.

CONSTANTINOPLE, June 15. The headquarters reports: On the Dardanelles front, our artillery positioned opposite Ari Burnu, on the morning of June 13, destroyed the positions the enemy had just built for his mortars and machine gun emplacements. Our well-directed artillery fire caused a fire behind the enemy trenches that lasted half an hour. During the night of June 13 to 14, one of our small reconnaissance patrols penetrated the enemy trenches at Sedd-ul-Bahr, where it captured a machine gun with all its accessories, 15 rifles with bayonets, and a large quantity of cartridges. Yesterday, one of our aviators flew over the islands of Imbros and Lemnos and dropped bombs on an enemy camp on Lemnos. Our coastal batteries yesterday shelled the artillery positions at Sedd-ul-Bahr and the anchorage of the enemy's transport ships. In the course of the same day, an aviator took off over our batteries, to whose well-directed fire he is almost daily exposed; he dropped 7 bombs without causing the slightest damage. From the other battlefields, there is nothing to report.

CONSTANTINOPLE, June 17. According to reliable reports, on June 9, a large enemy warship sunk between the island of Kalymnos and the Asian coast as a result of an explosion. The reports have not yet been officially confirmed.

The General Government in Belgium."
June 9,between the island of Kalymnos and the Asian coast,,,"Announcements from the German General Government.

VIENNA, June 17. (Official report from yesterday.)

Russian battlefield.

The Russians could not stop the general attack of the allied armies in Galicia, despite their most stubborn resistance. The remnants of the defeated Russian army corps retreat, pursued by our victorious troops, over Cewkow, Lubaczow, and Jaworow. South of the Lemberg line, the army of Boehm-Ermolli stormed the Russian positions across the entire front last night and drove the enemy back over Sadowa-Wisznia and Rudki. To the south of the Dniester, fighting is taking place in the areas in front of the bridgeheads. The troops of the army under Pflanzer occupied Nizniow yesterday morning. The battles and fights fought so far in the month of June yielded rich spoils. From June 1st to the 15th, these amounted to a total of: 108 officers, 122,300 lower ranks as prisoners, 53 cannons, 187 machine guns, and 58 ammunition wagons.

Italian battlefield.

The Italians again attempted attacks here and there. However, they were driven back everywhere; this was the case at the Isonzo near Monfalcone, Sagrado, and Plava, in the area east of Plocken (on the border of Carinthia), and near Peutelstein in the Tyrolean border strip.

CONSTANTINOPLE, June 15. The headquarters reports: On the Dardanelles front, our artillery positioned opposite Ari Burnu, on the morning of June 13, destroyed the positions the enemy had just built for his mortars and machine gun emplacements. Our well-directed artillery fire caused a fire behind the enemy trenches that lasted half an hour. During the night of June 13 to 14, one of our small reconnaissance patrols penetrated the enemy trenches at Sedd-ul-Bahr, where it captured a machine gun with all its accessories, 15 rifles with bayonets, and a large quantity of cartridges. Yesterday, one of our aviators flew over the islands of Imbros and Lemnos and dropped bombs on an enemy camp on Lemnos. Our coastal batteries yesterday shelled the artillery positions at Sedd-ul-Bahr and the anchorage of the enemy's transport ships. In the course of the same day, an aviator took off over our batteries, to whose well-directed fire he is almost daily exposed; he dropped 7 bombs without causing the slightest damage. From the other battlefields, there is nothing to report.

CONSTANTINOPLE, June 17. According to reliable reports, on June 9, a large enemy warship sunk between the island of Kalymnos and the Asian coast as a result of an explosion. The reports have not yet been officially confirmed.

The General Government in Belgium."
June 17,Bellegarde,43.4255556,0.6244444,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,La Bassée canal,,,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Liévin to Arras,,,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Lorette Heights,49.85904658162284,-97.16957416058455,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Souchez,50.391009,2.7410877,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Moulin-sous-Touvent,49.4553756,3.0760927,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Fecht and Lauch valleys,,,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
June 17,Metzeral,48.0128917,7.0712023,"""Notices from the German General Staff.

BERLIN, June 17.

— Western battlefield.

North of the pond of Bellegarde, we have, for the most part, recaptured the trench sections lost yesterday. The English and French continued their attempts to break through our front.

— North of the La Bassée canal, Westphalians and Saxons overran English troops in hand-to-hand combat and forced them into a rapid retreat to their positions. The French still launched new attacks on the front from west of Liévin to Arras. At the Lorette Heights, we gave up to them a trench totally destroyed by shells. South of Souchez, they succeeded in gaining a footing on a 600-meter front in our position. The battle continues in this place. Everywhere else they were bloodily repulsed. The large amount of ammunition they expended, and their disregard for the enormous losses that their attacks incurred, could not prevent the French and English from suffering another defeat. The life-or-death battles, which ended with our victory, again bear witness to the brilliant bravery and unwavering endurance of our troops. French attacks at Moulin-sous-Touvent also ended unfavorably for the enemy, who lost 5 officers and 300 soldiers as prisoners. In the Vosges, the fierce battles in the Fecht and Lauch valleys also continued yesterday but ended in the evening. Apart from a small loss of ground northwest of Metzeral, all our positions remain in our possession. 100 Evouzvél fell into our hands.

— Eastern battlefield.

Various Russian attacks were repelled. Otherwise, nothing significant to report.

Southeastern battlefield.

The attacks of the allied troops drove the Russians from their positions north of Sieniawa and forced them to retreat to Tarnograd. General von Mackensen’s army is in close pursuit of the enemy. Dachnów and Lubaczów were taken by storm. The southern Smolnik coast was cleared of the enemy. At Niemirów, Russian resistance was soon broken; we crossed the Niemirów-Jaworów road. Further south, the Russians are retreating on the Wereszyca. Southeast of the Dniester marshes, the situation remains unchanged.

— CONSTANTINOPLE, June 16. Headquarters reports: At Ari Burnu, on the Dardanelles front, our artillery opened well-aimed fire. We could observe that our fire caused considerable losses to the enemy at one of their artillery positions. Our coastal batteries effectively fired on enemy transport ships, camp sites, and aircraft hangars near the coast."""
